Pořadové číslo,Název obce,Počet obyvatel,ZUJ,IČO,Kategorie,Okres,ZUJ okres,Kraj,Základní působnost,Matriční úřad,ZUJ MÚ,Stavební úřad,ZUJ SÚ,POÚ,ZUJ POÚ,ORP,ZUJ ORP,VÚ,SM,ZP,MÚ,SÚ,PÚ,RP,OK,F2,F3,Vidimace,Czech POINT,SO MÚ,SO SÚ,SO POÚ,SO ORP,Počet obyvatel okresu,Počet obcí MÚ,Počet obcí SÚ,Počet obcí POÚ,Počet obcí ORP,Počet obcí okresu,NUTS 2,Poznámka 1
4986,Světec,993,567841,00266612,obec,Teplice,567442,Ústecký kraj,Světec,Světec,567841,Bílina,567451,Bílina,567451,Bílina,567451,0,0,1,1,0,0,0,0,0,0,1,1,993,,,,,1,,,,,Severozápad,matrika
4987,Světí,316,548154,00653462,obec,Hradec Králové,569810,Královéhradecký kraj,Světí,Všestary,571091,Hradec Králové,569810,Hradec Králové,569810,Hradec Králové,569810,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
4988,Světice,1076,538841,00240826,obec,Praha-východ,999001,Středočeský kraj,Světice,Říčany,538728,Říčany,538728,Říčany,538728,Říčany,538728,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
4989,Světlá,224,586064,00841846,obec,Blansko,581283,Jihomoravský kraj,Světlá,Knínice u Boskovic,581739,Boskovice,581372,Boskovice,581372,Boskovice,581372,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
4990,Světlá Hora,1437,597872,00296392,obec,Bruntál,597180,Moravskoslezský kraj,Světlá Hora,Světlá Hora,597872,Bruntál,597180,Bruntál,597180,Bruntál,597180,0,0,1,1,0,0,0,0,0,0,1,1,2203,,,,,3,,,,,Moravskoslezsko,matrika
4991,Světlá nad Sázavou,6779,569569,00268321,město,Havlíčkův Brod,568414,Kraj Vysočina,Světlá nad Sázavou,Světlá nad Sázavou,569569,Světlá nad Sázavou,569569,Světlá nad Sázavou,569569,Světlá nad Sázavou,569569,0,0,1,1,1,1,1,0,0,0,1,1,10570,10633,10633,20134,,14,14,14,32,,Jihovýchod,matrika
4992,Světlá pod Ještědem,943,564427,00263192,obec,Liberec,563889,Liberecký kraj,Světlá pod Ještědem,Český Dub,563960,Český Dub,563960,Český Dub,563960,Liberec,563889,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
4993,Světlík,214,545813,00246166,obec,Český Krumlov,545392,Jihočeský kraj,Světlík,Větřní,545830,Český Krumlov,545392,Český Krumlov,545392,Český Krumlov,545392,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
4994,Světnov,465,596841,00545031,obec,Žďár nad Sázavou,595209,Kraj Vysočina,Světnov,Žďár nad Sázavou,595209,Žďár nad Sázavou,595209,Žďár nad Sázavou,595209,Žďár nad Sázavou,595209,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
4995,Sviadnov,1665,569631,00846872,obec,Frýdek-Místek,598003,Moravskoslezský kraj,Sviadnov,Frýdek-Místek,598003,Frýdek-Místek,598003,Frýdek-Místek,598003,Frýdek-Místek,598003,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
4996,Svídnice,173,548693,00579203,obec,Rychnov nad Kněžnou,576069,Královéhradecký kraj,Svídnice,Kostelec nad Orlicí,576361,Kostelec nad Orlicí,576361,Kostelec nad Orlicí,576361,Kostelec nad Orlicí,576361,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
4997,Svídnice,420,572331,00270997,obec,Chrudim,571164,Pardubický kraj,Svídnice,Chrudim,571164,Chrudim,571164,Chrudim,571164,Chrudim,571164,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,Severovýchod,bez czech pointu
4998,Svijanský Újezd,412,564435,00671894,obec,Liberec,563889,Liberecký kraj,Svijanský Újezd,Příšovice,564354,Příšovice,564354,Turnov,577626,Turnov,577626,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
4999,Svijany,306,564443,00671908,obec,Liberec,563889,Liberecký kraj,Svijany,Příšovice,564354,Příšovice,564354,Turnov,577626,Turnov,577626,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
5000,Svinaře,589,531812,00233862,obec,Beroun,531057,Středočeský kraj,Svinaře,Liteň,531456,Beroun,531057,Beroun,531057,Beroun,531057,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
5001,Svinařov,706,532908,00234966,obec,Kladno,532053,Středočeský kraj,Svinařov,Libušín,532576,Slaný,532819,Kladno,532053,Kladno,532053,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
5002,Svinčany,432,575771,00580481,obec,Pardubice,555134,Pardubický kraj,Svinčany,Choltice,575054,Choltice,575054,Přelouč,575500,Přelouč,575500,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
5003,Svinošice,337,582433,00637700,obec,Blansko,581283,Jihomoravský kraj,Svinošice,Lipůvka,581968,Blansko,581283,Blansko,581283,Blansko,581283,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
5004,Sviny,344,553182,00667188,obec,Tábor,552046,Jihočeský kraj,Sviny,Veselí nad Lužnicí,553271,Veselí nad Lužnicí,553271,Veselí nad Lužnicí,553271,Soběslav,553131,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
5005,Sviny,106,596850,00599875,obec,Žďár nad Sázavou,595209,Kraj Vysočina,Sviny,Křižanov,595926,Velké Meziříčí,597007,Velké Meziříčí,597007,Velké Meziříčí,597007,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
5006,Svitávka,1796,582441,00281042,městys,Blansko,581283,Jihomoravský kraj,Svitávka,Svitávka,582441,Boskovice,581372,Boskovice,581372,Boskovice,581372,0,0,1,1,0,0,0,0,0,0,1,1,3015,,,,,3,,,,,Jihovýchod,matrika
5007,Svitavy,17027,577731,00277444,město,Svitavy,577731,Pardubický kraj,Svitavy,Svitavy,577731,Svitavy,577731,Svitavy,577731,Svitavy,577731,0,0,1,1,1,1,1,1,0,0,1,1,25912,25520,31762,31762,104971,15,14,28,28,116,Severovýchod,matrika
5008,Svoboda nad Úpou,2128,579734,00278335,město,Trutnov,579025,Královéhradecký kraj,Svoboda nad Úpou,Svoboda nad Úpou,579734,Svoboda nad Úpou,579734,Svoboda nad Úpou,579734,Trutnov,579025,0,0,1,1,1,1,0,0,0,0,1,1,2128,2128,4727,,,1,1,5,,,Severovýchod,matrika
5009,Svobodné Heřmanice,535,597881,00296384,obec,Bruntál,597180,Moravskoslezský kraj,Svobodné Heřmanice,Horní Benešov,597350,Horní Benešov,597350,Horní Benešov,597350,Bruntál,597180,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
5010,Svojanov,382,578843,00277452,městys,Svitavy,577731,Pardubický kraj,Svojanov,Bystré,577928,Bystré,577928,Polička,578576,Polička,578576,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
5011,Svojek,165,577561,00276171,obec,Semily,576964,Liberecký kraj,Svojek,Jilemnice,577197,Jilemnice,577197,Jilemnice,577197,Jilemnice,577197,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
5012,Svojetice,792,538850,00240834,obec,Praha-východ,999001,Středočeský kraj,Svojetice,Říčany,538728,Říčany,538728,Říčany,538728,Říčany,538728,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
5013,Svojetín,344,542458,00244465,obec,Rakovník,541656,Středočeský kraj,Svojetín,Kněževes,541877,Rakovník,541656,Rakovník,541656,Rakovník,541656,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
5014,Svojkov,212,546283,00831689,obec,Česká Lípa,561380,Liberecký kraj,Svojkov,Nový Bor,561860,Nový Bor,561860,Nový Bor,561860,Nový Bor,561860,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
5015,Svojkovice,413,541176,00573892,obec,Rokycany,559717,Plzeňský kraj,Svojkovice,Rokycany,559717,Rokycany,559717,Rokycany,559717,Rokycany,559717,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
5016,Svojkovice,57,587991,00373931,obec,Jihlava,586846,Kraj Vysočina,Svojkovice,Nová Říše,587591,Nová Říše,587591,Telč,588024,Telč,588024,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
5017,Svojšice,606,533726,00235768,obec,Kolín,533165,Středočeský kraj,Svojšice,Kouřim,533424,Kouřim,533424,Kouřim,533424,Kolín,533165,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
5018,Svojšice,110,564273,00662992,obec,Příbram,539911,Středočeský kraj,Svojšice,Březnice,540013,Březnice,540013,Březnice,540013,Příbram,539911,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
5019,Svojšice,257,575780,00274381,obec,Pardubice,555134,Pardubický kraj,Svojšice,Choltice,575054,Choltice,575054,Přelouč,575500,Přelouč,575500,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
5020,Svojšín,416,561258,00260215,obec,Tachov,560715,Plzeňský kraj,Svojšín,Černošín,560812,Stříbro,561215,Stříbro,561215,Stříbro,561215,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihozápad,vyhláška
5021,Svor,669,562131,00261009,obec,Česká Lípa,561380,Liberecký kraj,Svor,Cvikov,561479,Cvikov,561479,Cvikov,561479,Nový Bor,561860,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
5022,Svrabov,57,563170,00667196,obec,Tábor,552046,Jihočeský kraj,Svrabov,Tábor,552046,Tábor,552046,Tábor,552046,Tábor,552046,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
5023,Svratka,1424,596868,00295531,město,Žďár nad Sázavou,595209,Kraj Vysočina,Svratka,Svratka,596868,Žďár nad Sázavou,595209,Žďár nad Sázavou,595209,Žďár nad Sázavou,595209,0,0,1,1,0,0,0,0,0,0,1,1,1614,,,,,2,,,,,Jihovýchod,matrika
5024,Svratouch,889,572349,00271004,obec,Chrudim,571164,Pardubický kraj,Svratouch,Hlinsko,571393,Hlinsko,571393,Hlinsko,571393,Hlinsko,571393,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
5025,Svrkyně,294,571342,00640743,obec,Praha-západ,999002,Středočeský kraj,Svrkyně,Velké Přílepy,539813,Velké Přílepy,539813,Roztoky,539627,Černošice,539139,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
5026,Sychrov,196,564451,00263222,obec,Liberec,563889,Liberecký kraj,Sychrov,Sychrov,564451,Turnov,577626,Turnov,577626,Turnov,577626,0,0,1,1,0,0,0,0,0,0,1,1,1872,,,,,7,,,,,Severovýchod,matrika
5027,Sýkořice,500,542466,00244473,obec,Rakovník,541656,Středočeský kraj,Sýkořice,Zbečno,542610,Křivoklát,541982,Křivoklát,541982,Rakovník,541656,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
5028,Synalov,124,582450,00532193,obec,Brno-venkov,777001,Jihomoravský kraj,Synalov,Lomnice,581976,Lomnice,581976,Tišnov,584002,Tišnov,584002,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
5029,Synkov-Slemeno,380,576816,00579289,obec,Rychnov nad Kněžnou,576069,Královéhradecký kraj,Synkov-Slemeno,Rychnov nad Kněžnou,576069,Rychnov nad Kněžnou,576069,Rychnov nad Kněžnou,576069,Rychnov nad Kněžnou,576069,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,Severovýchod,bez czech pointu
5030,Syrov,53,598771,00511501,obec,Pelhřimov,547492,Kraj Vysočina,Syrov,Humpolec,547999,Humpolec,547999,Humpolec,547999,Humpolec,547999,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
5031,Syrovátka,416,571008,00269671,obec,Hradec Králové,569810,Královéhradecký kraj,Syrovátka,Praskačka,570656,Hradec Králové,569810,Hradec Králové,569810,Hradec Králové,569810,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
5032,Syrovice,1440,583936,00282634,obec,Brno-venkov,777001,Jihomoravský kraj,Syrovice,Rajhrad,583758,Rajhrad,583758,Židlochovice,584282,Židlochovice,584282,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
5033,Syrovín,361,586633,00488500,obec,Hodonín,586021,Jihomoravský kraj,Syrovín,Bzenec,586081,Bzenec,586081,Bzenec,586081,Kyjov,586307,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
5034,Syřenov,204,577570,00276189,obec,Semily,576964,Liberecký kraj,Syřenov,Lomnice nad Popelkou,577308,Lomnice nad Popelkou,577308,Lomnice nad Popelkou,577308,Semily,576964,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
5035,Sytno,346,557081,70886814,obec,Tachov,560715,Plzeňský kraj,Sytno,Stříbro,561215,Stříbro,561215,Stříbro,561215,Stříbro,561215,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
5036,Šabina,309,538396,00573159,obec,Sokolov,560286,Karlovarský kraj,Šabina,Kynšperk nad Ohří,560499,Kynšperk nad Ohří,560499,Kynšperk nad Ohří,560499,Sokolov,560286,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severozápad,vyhláška
5037,Šafov,160,594865,00637033,obec,Znojmo,593711,Jihomoravský kraj,Šafov,Vranov nad Dyjí,595098,Vranov nad Dyjí,595098,Vranov nad Dyjí,595098,Znojmo,593711,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
5038,Šakvice,1358,584924,00283614,obec,Břeclav,584291,Jihomoravský kraj,Šakvice,Hustopeče,584495,Hustopeče,584495,Hustopeče,584495,Hustopeče,584495,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
5039,Šanov,488,585807,46276068,obec,Zlín,585068,Zlínský kraj,Šanov,Slavičín,585751,Slavičín,585751,Slavičín,585751,Luhačovice,585459,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
5040,Šanov,529,542474,00244481,obec,Rakovník,541656,Středočeský kraj,Šanov,Petrovice,542229,Rakovník,541656,Rakovník,541656,Rakovník,541656,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
5041,Šanov,1499,594873,00293571,obec,Znojmo,593711,Jihomoravský kraj,Šanov,Hrušovany nad Jevišovkou,594156,Hrušovany nad Jevišovkou,594156,Hrušovany nad Jevišovkou,594156,Znojmo,593711,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
5042,Šaplava,121,571016,00269689,obec,Hradec Králové,569810,Královéhradecký kraj,Šaplava,Smidary,570869,Nový Bydžov,570508,Nový Bydžov,570508,Nový Bydžov,570508,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severovýchod,vyhláška
5043,Šaratice,1022,593613,00292346,obec,Vyškov,592889,Jihomoravský kraj,Šaratice,Šaratice,593613,Slavkov u Brna,593583,Slavkov u Brna,593583,Slavkov u Brna,593583,0,0,1,1,0,0,0,0,0,0,1,1,2454,,,,,3,,,,,Jihovýchod,matrika
5044,Šardice,2210,586641,00285374,obec,Hodonín,586021,Jihomoravský kraj,Šardice,Šardice,586641,Kyjov,586307,Kyjov,586307,Kyjov,586307,0,0,1,1,0,0,0,0,0,0,1,1,2210,,,,,1,,,,,Jihovýchod,matrika
5045,Šárovcova Lhota,207,573256,00578614,obec,Jičín,572659,Královéhradecký kraj,Šárovcova Lhota,Lázně Bělohrad,573094,Lázně Bělohrad,573094,Lázně Bělohrad,573094,Jičín,572659,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
5046,Šarovy,235,585815,00837296,obec,Zlín,585068,Zlínský kraj,Šarovy,Zlín,585068,Zlín,585068,Zlín,585068,Zlín,585068,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
5047,Šatov,1147,594881,00293580,městys,Znojmo,593711,Jihomoravský kraj,Šatov,Šatov,594881,Znojmo,593711,Znojmo,593711,Znojmo,593711,0,0,1,1,0,0,0,0,0,0,1,1,1841,,,,,3,,,,,Jihovýchod,matrika
5048,Šebestěnice,91,531421,00640051,obec,Kutná Hora,533955,Středočeský kraj,Šebestěnice,Čáslav,534005,Čáslav,534005,Čáslav,534005,Čáslav,534005,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
5049,Šebetov,885,582468,00281069,obec,Blansko,581283,Jihomoravský kraj,Šebetov,Knínice u Boskovic,581739,Boskovice,581372,Boskovice,581372,Boskovice,581372,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
5050,Šebířov,355,553204,00253006,obec,Tábor,552046,Jihočeský kraj,Šebířov,Mladá Vožice,552704,Mladá Vožice,552704,Mladá Vožice,552704,Tábor,552046,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Jihozápad,bez czech pointu
5051,Šebkovice,483,591807,00290556,obec,Třebíč,590266,Kraj Vysočina,Šebkovice,Jaroměřice nad Rokytnou,590754,Jaroměřice nad Rokytnou,590754,Jaroměřice nad Rokytnou,590754,Třebíč,590266,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
5052,Šebrov-Kateřina,803,582476,00281077,obec,Blansko,581283,Jihomoravský kraj,Šebrov-Kateřina,Blansko,581283,Blansko,581283,Blansko,581283,Blansko,581283,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
5053,Šedivec,196,581038,00279617,obec,Ústí nad Orlicí,579891,Pardubický kraj,Šedivec,Letohrad,580538,Letohrad,580538,Letohrad,580538,Žamberk,581259,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Severovýchod,bez czech pointu
5054,Šelešovice,316,557188,70890587,obec,Kroměříž,588296,Zlínský kraj,Šelešovice,Kroměříž,588296,Kroměříž,588296,Kroměříž,588296,Kroměříž,588296,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
5055,Šemnice,598,555614,00255033,obec,Karlovy Vary,554961,Karlovarský kraj,Šemnice,Kyselka,555347,Kyselka,555347,Karlovy Vary,554961,Karlovy Vary,554961,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,Severozápad,bez czech pointu
5056,Šenov,6139,598798,00297291,město,Ostrava,554821,Moravskoslezský kraj,Šenov,Šenov,598798,Šenov,598798,Ostrava,554821,Ostrava,554821,0,0,1,1,1,0,0,0,0,0,1,1,6139,8046,,,,1,2,,,,Moravskoslezsko,matrika
5057,Šenov u Nového Jičína,2115,554171,60798432,obec,Nový Jičín,599191,Moravskoslezský kraj,Šenov u Nového Jičína,Nový Jičín,599191,Nový Jičín,599191,Nový Jičín,599191,Nový Jičín,599191,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
5058,Šerkovice,257,583944,00375276,obec,Brno-venkov,777001,Jihomoravský kraj,Šerkovice,Tišnov,584002,Tišnov,584002,Tišnov,584002,Tišnov,584002,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
5059,Šestajovice,3175,538876,00240851,obec,Praha-východ,999001,Středočeský kraj,Šestajovice,Úvaly,538957,Úvaly,538957,Úvaly,538957,Brandýs nad Labem-Stará Boleslav,538094,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
5060,Šestajovice,196,547654,00529991,obec,Náchod,573868,Královéhradecký kraj,Šestajovice,Jaroměř,574121,Jaroměř,574121,Jaroměř,574121,Jaroměř,574121,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Severovýchod,bez czech pointu
5061,Šetějovice,63,532509,00473464,obec,Benešov,529303,Středočeský kraj,Šetějovice,Dolní Kralovice,529648,Dolní Kralovice,529648,Vlašim,530883,Vlašim,530883,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Čechy,vyhláška
5062,Ševětín,1366,545121,00245500,městys,České Budějovice,544256,Jihočeský kraj,Ševětín,Ševětín,545121,České Budějovice,544256,České Budějovice,544256,České Budějovice,544256,0,0,1,1,0,0,0,0,0,0,1,1,3434,,,,,9,,,,,Jihozápad,matrika
5063,Šilheřovice,1596,510432,00300730,obec,Opava,505927,Moravskoslezský kraj,Šilheřovice,Ludgeřovice,507971,Ludgeřovice,507971,Hlučín,507016,Hlučín,507016,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
5064,Šimanov,205,588008,00373940,obec,Jihlava,586846,Kraj Vysočina,Šimanov,Větrný Jeníkov,588121,Jihlava,586846,Jihlava,586846,Jihlava,586846,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihovýchod,vyhláška
5065,Šimonovice,949,564460,00671886,obec,Liberec,563889,Liberecký kraj,Šimonovice,Liberec,563889,Liberec,563889,Liberec,563889,Liberec,563889,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
5066,Šindelová,285,560677,00259632,obec,Sokolov,560286,Karlovarský kraj,Šindelová,Rotava,560600,Kraslice,560472,Kraslice,560472,Kraslice,560472,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Severozápad,vyhláška
5067,Šípy,215,598496,00639991,obec,Rakovník,541656,Středočeský kraj,Šípy,Čistá,541699,Čistá,541699,Rakovník,541656,Rakovník,541656,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Čechy,vyhláška
5068,Široká Niva,583,597899,00296406,obec,Bruntál,597180,Moravskoslezský kraj,Široká Niva,Vrbno pod Pradědem,597961,Vrbno pod Pradědem,597961,Vrbno pod Pradědem,597961,Bruntál,597180,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Moravskoslezsko,vyhláška
5069,Široký Důl,398,578851,00277461,obec,Svitavy,577731,Pardubický kraj,Široký Důl,Polička,578576,Polička,578576,Polička,578576,Polička,578576,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
5070,Šišma,200,552950,00636614,obec,Přerov,511382,Olomoucký kraj,Šišma,Radslavice,517534,Přerov,511382,Přerov,511382,Přerov,511382,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Morava,vyhláška
5071,Šitbořice,1929,584932,00283622,obec,Břeclav,584291,Jihomoravský kraj,Šitbořice,Šitbořice,584932,Hustopeče,584495,Hustopeče,584495,Hustopeče,584495,0,0,1,1,0,0,0,0,0,0,1,1,2744,,,,,2,,,,,Jihovýchod,matrika
5072,Škrdlovice,667,596876,00295540,obec,Žďár nad Sázavou,595209,Kraj Vysočina,Škrdlovice,Žďár nad Sázavou,595209,Žďár nad Sázavou,595209,Žďár nad Sázavou,595209,Žďár nad Sázavou,595209,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
5073,Škvorec,1487,538884,00240869,městys,Praha-východ,999001,Středočeský kraj,Škvorec,Škvorec,538884,Úvaly,538957,Úvaly,538957,Brandýs nad Labem-Stará Boleslav,538094,0,0,1,1,0,0,0,0,0,0,1,1,3805,,,,,4,,,,,Střední Čechy,matrika
5074,Škvořetice,321,551830,00251879,obec,Strakonice,550787,Jihočeský kraj,Škvořetice,Sedlice,551716,Blatná,550850,Blatná,550850,Blatná,550850,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Jihozápad,vyhláška
5075,Šlapanice,197,532916,00234974,obec,Kladno,532053,Středočeský kraj,Šlapanice,Zlonice,533114,Zlonice,533114,Slaný,532819,Slaný,532819,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,Střední Čechy,bez czech pointu
5076,Šlapanice,7076,583952,00282651,město,Brno-venkov,777001,Jihomoravský kraj,Šlapanice,Šlapanice,583952,Šlapanice,583952,Šlapanice,583952,Šlapanice,583952,0,0,1,1,1,1,1,0,0,0,1,1,12790,23151,63498,63498,,7,12,40,40,,Jihovýchod,matrika
5077,Šlapanov,776,569585,00268348,obec,Havlíčkův Brod,568414,Kraj Vysočina,Šlapanov,Havlíčkův Brod,568414,Štoky,569593,Havlíčkův Brod,568414,Havlíčkův Brod,568414,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
5078,Šléglov,36,570117,00853097,obec,Šumperk,523704,Olomoucký kraj,Šléglov,Branná,526169,Hanušovice,535532,Hanušovice,535532,Šumperk,523704,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,Střední Morava,vyhláška
5079,Šluknov,5589,562858,00261688,město,Děčín,562335,Ústecký kraj,Šluknov,Šluknov,562858,Šluknov,562858,Šluknov,562858,Rumburk,562777,0,0,1,1,1,1,0,0,0,0,1,1,5589,13552,13552,,,1,7,7,,,Severozápad,matrika
5080,Šonov,304,574511,00273112,obec,Náchod,573868,Královéhradecký kraj,Šonov,Broumov,573922,Broumov,573922,Broumov,573922,Broumov,573922,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Severovýchod,vyhláška
5081,Šošůvka,699,582484,00636690,obec,Blansko,581283,Jihomoravský kraj,Šošůvka,Sloup,582352,Blansko,581283,Blansko,581283,Blansko,581283,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Jihovýchod,vyhláška
5082,Špičky,293,570061,00850705,obec,Přerov,511382,Olomoucký kraj,Špičky,Hustopeče nad Bečvou,513768,Hustopeče nad Bečvou,513768,Hranice,513750,Hranice,513750,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,Střední Morava,vyhláška
5083,Špindlerův Mlýn,1175,579742,00278343,město,Trutnov,579025,Královéhradecký kraj,Špindlerův Mlýn,Vrchlabí,579858,Špindlerův Mlýn,579742,Vrchlabí,579858,Vrchlabí,579858,0,0,1,0,1,0,0,0,0,0,1,0,,1175,,,,,1,,,,Severovýchod,bez czech pointu
